timestamp,latitude,longitude,max_volume_db
2025-08-15 14:24:43,24.7771,121.04196833333333,55.15
2025-08-15 14:25:10,24.777136666666667,121.04193833333333,77.51
2025-08-15 14:25:17,24.777193333333333,121.04193333333333,42.87
2025-08-15 14:26:34,24.776608333333332,121.041725,63.27
2025-08-15 14:26:52,24.77656,121.04171,81.74
2025-08-15 14:26:59,24.776496666666667,121.04171666666667,68.97
2025-08-15 14:27:05,24.776443333333333,121.04171166666667,70.54
2025-08-15 14:27:12,24.776391666666665,121.04168166666666,67.62
2025-08-15 14:27:21,24.776335,121.04172166666666,60.0
2025-08-15 14:27:28,24.77627,121.04176333333334,58.35
2025-08-15 14:27:34,24.776228333333332,121.04181,58.9
2025-08-15 14:27:41,24.776191666666666,121.04186833333333,47.27
2025-08-15 14:27:48,24.77615,121.041925,47.89
2025-08-15 14:27:54,24.776106666666667,121.04198833333334,51.39
2025-08-15 14:28:01,24.776061666666667,121.04204833333333,49.6
2025-08-15 14:28:07,24.77602,121.04210666666667,46.2
2025-08-15 14:28:14,24.775981666666667,121.04215833333333,47.25
2025-08-15 14:28:17,24.775951666666668,121.0422,46.63
2025-08-15 14:28:24,24.775916666666667,121.04224333333333,51.25
2025-08-15 14:28:30,24.775868333333335,121.042305,55.02
2025-08-15 14:28:37,24.775815,121.04236666666667,60.88
2025-08-15 14:28:43,24.77577,121.04241166666667,56.82
2025-08-15 14:28:50,24.775721666666666,121.04244333333334,62.99
2025-08-15 14:28:53,24.775676666666666,121.04245,73.68
2025-08-15 14:28:57,24.77563,121.042445,74.97
2025-08-15 14:29:03,24.775586666666666,121.04240166666666,70.86
2025-08-15 14:29:10,24.77556,121.04233833333333,68.93
2025-08-15 14:29:16,24.77553,121.04228833333333,54.93
2025-08-15 14:29:23,24.775478333333332,121.04223166666667,66.65
2025-08-15 14:29:29,24.775436666666668,121.04218333333333,64.34
2025-08-15 14:29:36,24.775386666666666,121.04212666666666,67.68
2025-08-15 14:29:43,24.775328333333334,121.04207833333334,66.61
2025-08-15 14:29:46,24.775288333333332,121.04204166666666,67.66
2025-08-15 14:29:53,24.775221666666667,121.04203666666666,58.42
2025-08-15 14:29:56,24.775173333333335,121.042055,52.86
2025-08-15 14:30:03,24.775111666666668,121.042105,48.21
2025-08-15 14:30:06,24.775076666666667,121.04215166666667,47.55
2025-08-15 14:30:13,24.775026666666665,121.04222333333334,46.82
2025-08-15 14:30:16,24.774996666666667,121.04227166666666,68.98
2025-08-15 14:30:23,24.774938333333335,121.04234166666667,51.17
2025-08-15 14:30:26,24.774903333333334,121.04239,49.84
2025-08-15 14:30:33,24.774855,121.04245666666667,50.98
2025-08-15 14:30:36,24.774828333333332,121.0425,51.52
2025-08-15 14:30:43,24.774791666666665,121.04256,49.77
2025-08-15 14:30:49,24.774745,121.04262666666666,51.04
2025-08-15 14:30:53,24.774718333333333,121.04266833333334,47.76
2025-08-15 14:30:59,24.774685,121.04274,47.98
2025-08-15 14:31:06,24.774646666666666,121.04281333333333,47.39
2025-08-15 14:31:12,24.77464833333333,121.042885,47.61
2025-08-15 14:31:19,24.774685,121.04296166666667,46.3
2025-08-15 14:31:26,24.774723333333334,121.04302,45.1
2025-08-15 14:31:32,24.774725,121.04309666666667,51.34
2025-08-15 14:31:39,24.77469333333333,121.04316333333334,59.75
2025-08-15 14:31:42,24.774661666666667,121.04321666666667,53.65
2025-08-15 14:31:49,24.774673333333332,121.04329166666666,43.8
2025-08-15 14:31:55,24.774718333333333,121.04335333333333,47.19
2025-08-15 14:32:02,24.774765,121.04340166666667,48.68
2025-08-15 14:32:05,24.7748,121.04344333333333,49.28
2025-08-15 14:32:12,24.77485666666667,121.04349833333333,47.39
2025-08-15 14:32:15,24.77489,121.04353333333333,48.3
2025-08-15 14:32:22,24.774931666666667,121.04359333333333,45.26
2025-08-15 14:32:28,24.774986666666667,121.04365833333334,47.1
2025-08-15 14:32:32,24.775025,121.04369666666666,45.22
2025-08-15 14:32:38,24.77508,121.04375,48.0
2025-08-15 14:32:42,24.77511833333333,121.04378166666666,61.51
2025-08-15 14:32:48,24.775165,121.04383,59.47
2025-08-15 14:32:55,24.775226666666665,121.043895,50.08
2025-08-15 14:33:01,24.77529,121.04393666666667,55.83
2025-08-15 14:33:05,24.775328333333334,121.04397166666666,54.01
2025-08-15 14:33:12,24.775383333333334,121.04403166666667,52.01
2025-08-15 14:33:15,24.775423333333332,121.044065,52.69
2025-08-15 14:33:22,24.775478333333332,121.04411,55.93
2025-08-15 14:33:28,24.775548333333333,121.04414166666666,53.4
2025-08-15 14:33:35,24.775591666666667,121.04419,54.91
2025-08-15 14:33:38,24.775638333333333,121.04420833333333,54.54
2025-08-15 14:33:45,24.775705,121.04424833333333,60.59
2025-08-15 14:33:51,24.775766666666666,121.044305,53.2
2025-08-15 14:33:58,24.775811666666666,121.04436166666666,53.63
2025-08-15 14:34:04,24.775868333333335,121.04441666666666,54.43
2025-08-15 14:34:11,24.775921666666665,121.04445666666666,54.64
2025-08-15 14:34:17,24.77598,121.044405,64.48
2025-08-15 14:34:24,24.77603166666667,121.04435,52.34
2025-08-15 14:34:30,24.77608,121.0443,51.98
2025-08-15 14:34:37,24.776126666666666,121.04423,54.29
2025-08-15 14:34:43,24.776171666666666,121.04417833333333,60.88
2025-08-15 14:34:47,24.776205,121.04413833333334,74.86
2025-08-15 14:34:53,24.776253333333333,121.044085,58.62
2025-08-15 14:34:57,24.776285,121.04404833333334,58.09
2025-08-15 14:35:04,24.776338333333335,121.04399,58.45
